numero,ano,ementa
1305,2001,Institui institui regulamento e o disciplinamento das sanções aplicáveis aos atos ofensivos à limpeza urbana e dá outras providências.
1306,2002,Dispõe dispõe sobre a criação de abono provisório para os servidores estatutários ativos do quadro de pessoal do poder executivo municipal.
1307,2002,"Altera altera dispositivos da lei n.° 1158/98 de 30 de abril de 1998, que dispõe sobre o programa municipal de agentes comunitários de saúde pacs, sua estrutura e funcionamento, e dá outras providências."
1308,2002,"Autoriza autoriza a contratação temporária de pessoa! por excepcional interesse público para as funções que especifica, e dá outras providências."
1309,2002,Concede concede em caráter excepcional pensão especial temporária.
1310,2002,"Autoriza autoriza destinação de recursos, para direta ou indiretamente, cobrir necessidades de pessoas físicas."
1311,2002,Reajusta reajusta vencimentos de servidores públicos municipal que percebam retribuição inferior ao salário mínimo vigente no país.
1312,2002,"Dispõe dispõe sobre o regime próprio de previdência municipal, do município do ipojuca, do estado de pernambuco, de conformidade com a legislação federal e adota outras providências."
1313,2002,Designa designa ordenadores de despesas no âmbito do poder executivo municipal e dá outras providências.
1314,2002,Cria cria o conselho municipal do idoso e dá outras providências.
1315,2002,"Autoriza autoriza transferência de recursos ao setor privado à pessoas jurídicas que prestem serviço à população sem fins lucrativos, demonstrado o interesse público."
1316,2002,Institui institui horário para funcionamento dos estabelecimentos comerciais e dá outras providências.
1317,2002,Dispõe dispõe sobre a revisão do plano plurianual do município de ipojuca para o exercício de 2003 e dá outras providencias.
1318,2002,Estabelece estabelece as diretrizes orçamentarias do município de ipojuca para o exercício de 2003 e dá outras providências.
1319,2002,"Dispõe dispõe sobre a estrutura administrativa e organizacional da secretaria de saúde e bem estar social, altera a lei n.° 1234/2001 e dá outras providências,"
1320,2002,Cria cria nome de logradouro público localizado neste município do ipojuca e dá outras providências.
1321,2002,"Dispõe dispõe sobre obrigatoriedade do diagnóstico da audição dos bebés, imediatamente após o nascimento, nas maternidades e hospitais da rede municipal de saúde e, no máximo, até três meses de vida, dos bebés nascidos fora das maternidades e dá outras providências."
1322,2002,"Autoriza autoriza o poder executivo municipal a permutar bem imóvel de sua propriedade, por bem imóvel de propriedade do tribunal de justiça de pernambuco e dá outras providências."
1323,2002,Dispõe dispõe sobre a criação do conselho municipal de cultura e dá outras providências. (projeto de lei de autoria do vereador romero antónio raposo sales).
1324,2002,"Altera altera o anexo i da lei n.° 1315/2002, de 25 de junho de 2002."
1325,2002,Altera altera a redação de dispositivos da lei n.° 1312/2002.
1326,2002,Dispõe dispõe sobre a abertura de crédito especial e dá outras providências.
1327,2002,"Autoriza autoriza o poder executivo, doar os imóveis que indica."
1328,2002,Dispõe dispõe sobre a abertura de créditos suplementares ao orçamento do exercício de 2002.
1329,2002,Cria nome de ESCOLA localizada em Engenho neste Município do Ipojuca e dá outras providências.
1330,2002,"Cria nome de ESCOLA MODELO localizada no Loteamento Canoas no distrito de Nossa Senhora do Ó, neste Município do ipojuca e dá outras providências."
1331,2002,"Cria nome de PRAÇA localizada na praia de Porto de Galinhas, neste Município do Ipojuca e dá outras providências."
1332,2002,"Revoga revoga a lei n.° 1324/2002, de 21 de agosto de 2002 e altera o anexo l da lei n.° 1315/2002, de 25 de junho de 2002."
1333,2002,Cria cria a medalha jaime agostinho lins e dá outras providências.
1334,2002,"Autoriza autoriza o poder executivo municipal, a compensar a área da alameda existente entre os lotes 5-a e 6-a, por área correspondente a ser acrescida na alameda existente entre os lotes 6-a e 7-a da área denominada merepe b-2, em enseada do cupê, neste município e dá outras providências."
1335,2002,Cria o Trofeu JOSÉ GOMES DE VASCONCELOS e dá outras providências.
1336,2003,Estima a receita e fixa a despesa da Prefeitura do Ipojuca para o Exercício de 2003.
1337,2002,Dispõe dispõe sobre a destinação de subvenções sociais e auxílios ao setor privado e dá outras providências.
1338,2002,"Cria cria nome de rua localizada na praia de maracaípe, neste município do ipojuca, e dá outras providências."
1339,2002,"Cria cria nome de rua localizada na praia de maracaípe, neste município do ipojuca, e dá outras providências."
1340,2002,"Cria cria nome de rua localizada na praia de porto de galinhas, neste município do ipojuca, e dá outras providências."
1341,2002,Aletera a denominação da Praça Getúlio Vargas e dá outras providências.
1342,2002,Aumente aumente a verba de gabinete e dá outras providências.
1343,2002,"Introduz introduz modificações e inclusões nas normas urbanística da lei n.° 1286, de 14 de novembro de 2001."
1344,2002,"Aprova aprova o programa de enfrentamento à pobreza do conselho municipal de assistência social - cmas/departamento do bem estar social, e dá outras providências."
1345,2002,"Introduz introduz modificação na lei n° 733, de 24 de março de 1977 e alterações, dando outras providências."
1346,2003,"Dispõe sobre a criação de cargo comissionados, no âmbito da Secretaria de Educação, Cultura e Esportes."
1347,2003,Dispõe dispõe sobre a criação do cargo em comissão de procurador da câmara municipal de ipojuca e dá outras providências.
1348,2003,"Dispõe dispõe sobre o aumento do número de cargos comissionados de assessor parlamentar, símbolo ap-1, na câmara municipal de ipojuca e dá outras providências."
1349,2003,Autoriza autoriza o poder executivo municipal a destinar subvenções e auxílios ao setor privado e dá outras providências.
1350,2003,Dispõe dispõe sobre a criação de abono provisório para os servidores estatutários ativos do quadro de pessoal do poder executivo municipal e dá outras providências.
1351,2003,"Institui institui o plano de cargo, carreira e remuneração do magistério público municipal e dá outras providências."
1352,2003,Reajusta vencimentos de servidores públicos municipais que percebam retribuição inferior ao salário mínimo vigente no País.
1353,2003,Dispõe sobre o reajuste dos vencimentos dos funcionários comissionados da Câmara Municipal de Ipojuca.
1354,2003,Dispõe sobre o Conselho Municipal de. Promoção e Defesa dos Direitos da Criança e do Adolescente do município do Ipojuca e dá outra providencias.
1355,2003,"Dispõe dispõe sobre os conselhos tutelares do município do ipojuca, estabelece direitos e deveres dos seus membros e dá outras providências."
1356,2003,Dispõe sobre a criação do Fundo municipal de Promoção e Defesa dos Direitos da Criança e do Adolescente e dá outras providências.
1357,2003,"Altera altera dispositivos da lei n.° 1307/2002, de 31 de janeiro de 2002,. que dispõe sobre o programa municipal de agentes comunitários de saúde - pacs, sua estrutura e funcionamento, e dá outras providências."
1358,2003,"Altera altera o anexo l da lei municipal n.° 1349, de 25 de fevereiro de 2003."
1359,2003,"Altera altera o anexo l da lei municipal n.° 1349, de 25 de fevereiro de 2003."
1360,2003,"Altera o Anexo l da Lei Municipal n.° 1349, de 25 de fevereiro de 2003."
1361,2003,Institui institui o programa a caminho da escola e dá outras providências.
1362,2003,"Cria cria nome de rua localizada na praia de porto de galinhas, neste município do ipojuca e dá outras providências."
1364,2003,Lei lei das diretrizes orçamentárias - ldo.
1365,2003,"Dá dá nova redação e acrescenta dispositivos à lei n.° 1064, de 15 de junho de 1994."
1366,2003,Autoriza autoriza abertura de créditos suplementares e dá outras providências.
1367,2003,Estima estima a receita e fixa a despesa da prefeitura do ipojuca para o exercício 2004.
1368,2003,"Estima estima a receita e fixa a despesa da prefeitura do ipojuca, para o exercício de 2004."
1369,2003,"Modifica modifica e renumera a lei municipal n° 1.139/97, que cria o conselho municipal de assitência social cmas e dá outras providências."
1370,2003,Autoriza autoriza realização da jornada de dedicação exclusiva para professores contratados pela lei municipal 1.308/02 para atuação do peti programa de erradicação do trabalho infantil.
1371,2003,Modifica modifica a lei municipal n.° 1.312/02 e dá outras providencias.
1372,2003,Cria cria o fundo municipal de desenvolvimento sustentável e dá outras providencias.
1373,2003,Dispõe sobre o reajuste dos funcionários da Câmara Municipal de Ipojuca.
1374,2003,Dispõe dispõe sobre o aumento do número de cargos comissionados assessor parlamentar nível l - símbolo ap-i na estrutura da câmara municipal do ipojuca.
1375,2003,Aumenta aumenta a verba de gabinete e dá outras providências.
1376,2003,"Institui institui a contribuição para o custeio do serviço iluminação pública do município do ipojuca, prevista no artigo 149a da constituição federal e dá outras providências."
1377,2003,"Autoriza autoriza o poder executivo a usar parâmetros para determinação do valor venal de imóvel edificado ou não para efeito do lançamento do iptu do exercício 2004, e dá outras providencias."
1378,2003,Altera altera dispositivos da lei 1.181 de 30 de dezembro de 1998 e dá outras providências.
1380,2004,"Dispõe dispõe sobre o plano de cargos e salários da administração direta do poder executivo do município do ipojuca - pe, estabelece normas gerais de enquadramento e dá outras providências."
1381,2004,"Dispõe dispõe sobre o plano de cargos e salários dos servidores efetivos da administração direta do poder executivo do município do ipojuca - f pe, estabelece normas gerais de enquadramento e dá outras providências."
1382,2004,"Altera altera o anexo l da lei municipal n° 1349, de 25 de fevereiro de 2003."
1383,2004,"Cria cria cargos de provimento efetivo na estrutura organizacional do poder executivo, e dá outras providências."
1384,2004,"Cria cargos de provimento em comissão na estrutura do Poder Executivo, e dá outras providências."
1385,2004,"Acrescenta acrescenta o parágrafo único ao artigo 2° e revoga o artigo 3°, da lei 1240/2001 , e dá outras providências."
1386,2004,"Cria duas vagas no quadro de Assessores Jurídicos - Símbolo CC-IV da Prefeitura Municipal do Ipojuca, para atuação na Assessoria Jurídica do Município à disposição do Poder Judiciário."
1387,2004,Altera altera os arts. 8° e 9° da lei n° 1.367 de 02 dezembro de 2003 que autoriza abertura de créditos suplementares e dá outras providências.
1388,2004,"Altera dispositivos da Lei 1351/03 que dispõe sobre o Plano de Cargos, Carreiras e Remuneração do Magistério Público Municipal e dá outras providências."
1389,2004,"Autoriza autoriza a contratação temporária de pessoal por excepcional interesse público para as funções que especifica, e dá outras providências."
1390,2004,"Autoriza o Poder Executivo, a regularizar por terceiros, de lotes de terrenos nos Loteamentos Canoas, Santo António e António Dourado Neto e dá outras providências."
1392,2004,"Cria cria nome de rua localizada na praia de serrarnbi, neste município providências,"
1394,2004,Dispõe dispõe sobre a revisão do plano plurianual do município do ipojuca para o exercício de 2005 e dá outras providências.
1395,2004,Estabelece estabelece as diretrizes orçamentarias do município de ipojuca para o exercício de 2005 e dá outras providências.
1396,2004,"Dispõe sobre a estrutura organizacional, reformulação do quadro de pessoal da Câmara Municipal de Ipojuca-PE, estabelecimento de deveres e atribuições, criação de cargos e dá outras providências."
1397,2004,"Altera a redação do inciso IV, do artigo 69, da Lei n° 1393, de 21 de maio de 2004 e dá outras providências."
1398,2004,"Denomina denomina nome de praça localizada às margens da rua manoel gomes e outras no loteamento canoas no distrito de nossa senhora do ó, neste município do ipojuca e dá outras providências."
1399,2004,"Cria cria nome de logradouro público localizado no distrito de nossa senhora do ó, neste município do ipojuca, e dá outras providências."
1400,2004,Dispõe dispõe sobre a estrutura do poder executivo do município do ipojuca e dá outras providências.
1402,2004,"Fixa fixa o subsídio do prefeito, do vice-prefeito e dos secretários municipais do município de ipojuca a viger a partir de 1° de janeiro de 2005."
1403,2004,Fixa fixa o subsídio dos vereadores do município de ipojuca para a legislatura 2005/2008.
1404,2005,Altera altera o anexo iii da lei n° 1396/2004 e dá outras providências.
1406,2005,"Dá o nome de ESCOLA MODELO EXPREFEITO JAIME AGOSTINHO LINS, à Escola Municipal localizada na 1a Travessa do Colégio Aderbal Jurema, nesta cidade de Ipojuca, e dá outras providências."
1407,2005,Regulamenta regulamenta e estabelece valor para concessão de diárias aos vereadores e servidores da câmara municipal de ipojuca-pe e dá outras providências.
1408,2005,"Cria nome de RUA localizada no Distrito de Nossa Senhora do Ó, neste Município de Ipojuca, e dá outras providências."
1409,2005,Dispõe sobre a criação de programas sociais e dá outras providências.
1410,2005,"Institui o Percentual do Adicional Noturno para os Servidores do Município, fixa a hora de trabalho noturna, e os procedimentos de apuração e pagamento do Adicional Noturno."
1411,2005,Reajusta a Verba de Gabinete e dá outras providências.
1412,2005,Disciplina a concessão de incentivos fiscais aos agentes económicos e dá outras providências.
1413,2005,"Modifica modifica os deveres e atribuições dos cargos de provimento em comissão constantes do anexo iv - tabela ""b"" da lei n° 1396/2004 e da lei 1404/2005 e dá outras providências."
1414,2005,Cria cria cargos comissionados no âmbito da procuradoria geral do município e dá outras providências.
1415,2005,"Altera altera o anexo único da lei n° l .409, de 30 de março de 2005 e dá outras providencias."
1416,2005,Dispõe dispõe sobre o plano plurianual - ppa para o quadriénio 2006-2009 e dá outras providências.
1417,2005,Estabelece as diretrízes orçamentarias do Município do Ipojuca para o exercício de 2006 e dá outras providências.
1418,2005,Altera altera o artigo 10 da lei n° 1.381/2004 e dá outras providências.
1419,2005,Autoriza autoriza a cessão de direito decorrente das leis n° 1.162/98 e 1.202/99 e dá outras providências.
1420,2005,"Institui institui no calendário oficial de eventos do município do ipojuca, no dia 14 de outubro, louvação ao dia do evangélico e dá outras providencias."
1422,2006,Institui institui a verba indenizatória do exercício parlamentar da câmara municipal do ipojuca e dá outras providências.
1423,2006,Altera altera o anexo - 1 da lei n° 1 .404/2005 e dá outras providências.
1424,2006,"Modifica modifica o anexo único da lei 1414/2005, criando 8 (oito) cargos de superintendente de serviços."
1425,2006,"Reajusta reajusta os valores nominais do vencimento base dos servidores públicos, a remuneração dos cargos em comissão, o vencimento dos contratados por prazo determinado, e dá outras providências."
1426,2006,"Equipara equipara os vencimentos dos professores contratados temporariamente aos professores efetivos, cria símbolo e vencimento específico para os agentes de segurança escolar e dá nova redação ao §2° do artigo 11 da lei 1400/2004."
1427,2006,Altera altera o artigo 20 da lei 1.355/2003 atualizando os parâmetros de remuneração dos conselheiros tutelares de acordo com a tabela constante da lei n° 1.400/2004 e atualizações posteriores.
1428,2006,Acrescenta acrescenta parágrafo único ao artigo 4° da lei 1.133/1997 e regulamenta a cessão dos representantes do sindicato dos servidores do município do ipojuca.
1429,2006,Autoriza autoriza o poder executivo a doar imóvel para o cefet-pe centro federal de educação tecnológica de pernambuco e revoga a autorização para a cessão de direito decorrente da lei n° 1419/2005.
1430,2006,"Altera o art. 3° da Lei 1.281/2001, o inciso II do art. 3° da Lei 1.307/2002 e os Anexos II e III da Lei n° 1.400/2004, cria cargos comissionados e dá outras providências."
1431,2006,"Cria cargos em Comissão no âmbito das Secretarias de Infra-Estrutura e de Desenvolvimento Económico, Urbanismo e Turismo."
1432,2006,"Altera altera os artigos 149, 150 e 151 da lei 1.181 de 30 de dezembro de 1998 - código tributário do município e dá outras providências."
1433,2006,Incentiva incentiva a quitação e o parcelamento especial de créditos junto ao município do ipojuca.
1434,2006,"Autoriza o Poder Executivo a abrir crédito suplementar ao Orçamento Fiscal do Município de Ipojuca, relativo ao exercício de 2006 e dá outras providências."
1435,2006,Altera altera o anexo - 1 da lei n° 1.423/2005 e dá outras providências.
1436,2006,Cria cria o conselho municipal de defesa dos direitos humanos e dá outras providencias.
1437,2006,Modifica o artigo 4° da Lei 1337/2002 e dá outras providencias.
1438,2006,"Institui institui sistema de credenciamento de veículos automotores para a prestação de serviços aos órgãos e entidades do poder executivo municipal, estabelece parâmetros e tabela de remuneração dos serviços, e dá outras providências."
1439,2006,Cria a Guarda Municipal do Ipojuca e dá outras providências.
1440,2006,Autoriza autoriza o poder executivo a contratar servidores através de contratos por tempo determinado para as funções que especifica e dá outras providências.
1441,2006,"Abre Crédito Suplementar ao Orçamento Fiscal do Município, relativo ao exercício de 2006, e dá outras providências."
1442,2006,"Reestrutura reestrutura o regime próprio de previdência social do município do ipojuca, do estado de pernambuco, instituído pela lei municipal n. 1.393, de 21 de maio de 2004, e dá outras providências."
1443,2006,"Abre crédito suplementar ao Orçamento fiscal do Município, relativo ao exercício de 2006, e dá outras providências."
1444,2006,"Abre abre crédito suplementar ao orçamento fiscal do município de ipojuca, relativo ao exercício de 2006 e dá outras providências."
1445,2006,Estabelece as diretrizes orçamentarias do Município do Ipojuca para o exercício de 2007 e dá outras providências.
1446,2006,Dispõe dispõe sobre a revisão do plano plurianual do município do ipojuca para o exercício de 2007 e dá outras providências.
1447,2006,"Dispõe sobre a aplicação de penalidades à prática de ""assédio moral"" nas dependências da Administração Pública Municipal Direta e Indireta por servidores públicos municipais."
1448,2006,"Autoriza o pagamento de gratificação mensal de R$ 700,00 (setecentos reais) para servidores do Poder Executivo integrantes do Grupo de Trabalho para acompanhamento da elaboração do Plano Diretor do Município do Ipojuca."
1449,2006,Lei lei de diretrizes orçamentárias - 2009.
1449,2006,"Autoriza o Poder Executivo a abrir crédito suplementar ao Orçamento Fiscal do Município de Ipojuca, relativo ao exercício de 2006 e dá outras providências."
1450,2006,"Autoriza o Poder Executivo a abrir crédito suplementar ao Orçamento Fiscal do Município de Ipojuca, relativo ao exercício de 2006 e dá outras providências."
1451,2006,Estima estima a receita e fixa a despesa da prefeitura do ipojuca para o exercício de 2007.
1452,2006,"Cria cria o programa municipal de incentivo à prática do esporte surf, e dá outras providencias."
1453,2006,"Modifica os Anexos I e III da Lei 1396/2004, cria os cargos de Secretário Administrativo e Secretário Administrativo Adjunto e dá outras providências."
1454,2006,Reduz o Valor da Verba Indenizatória do Exercício Parlamentar da Câmara Municipal do Ipojuca.
1455,2006,?
1456,2006,"Abre o orçamento fiscal do exercício 2006, autoriza a celebração de convénio com o Centro Federal de Ensino Tecnológico de Pernambuco para realização de despesas com terraplanagem no terreno doado pela Prefeitura do Município do Ipojuca."
1457,2007,"Cria nome da Avenida que se inicia na Praça Getúlio Vargas até a PE-60, nesta cidade de Ipojuca, e dá outras providências."
1458,2007,Altera o Anexo - l da Lei n° 1.396/2004 e dá outras providências.
1459,2007,Institui o Auxilio Alimentação no âmbito da Câmara Municipal de Ipojuca.
1460,2007,Autoriza autoriza o poder executivo a abrir crédito suplementar ao orçamento fiscal do exercício de 2007 do município o ípojuca.
1461,2007,Altera altera o anexo - l da lei n° 1.400/2004 e dá outras providências.
1462,2007,Dispõe dispõe sobre a abertura de crédito suplementar e dá outras providências.
1463,2007,"Dá dá o nome de avenida dona maria do carmo pontual de petribú, a avenida projetada existente no loteamento marina do rio aquirá, na praia de toquinho."
1464,2007,"Dá o nome de Rua Marcos Pontual de Petribú a Rua projetada existente no Loteamento Marina do Rio Aquirá, na Praia de Toquinho."
1465,2007,"Dá dá o nome de praça engenheiro pedro pessoa cavalcanti de petribú a praça existente no loteamento marina do rio aquirá, na praia de toquinho."
1466,2007,"Reajusta reajusta os valores nominais do vencimento base dos servidores públicos, a remuneração dos cargos em comissão, o vencimento dos contratados por prazo determinado, e dá outras providências."
1467,2007,"Cria cria a secretaria de turismo, esportes e cultura, modifica a lei 1400/2004 e dá outras providências."
1468,2007,Cria cria a coordenadoria municipal de defesa civil (comdec) do município do ipojuca e dá outras providências.
1469,2007,Dispõe dispõe sobre a criação do conselho municipal acompanhamento e controle social do fundo de manutenção e desenvolvimento da educação básica e de valorização dos profissionais da educação - conselho do fundeb.
1470,2007,"Dá dá o nome de escola municipal luiz manoel nogueira à escola (em construção) localizada na avenida dr. humberto da costa soares, no distrito de camela, e dá outras providências."
1471,2007,"Autoriza autoriza o chefe do poder executivo municipal a permutar área que especifica na praia de maracaípe distrito de nossa senhora do ó, e da outras providências."
1472,2007,Concede concede incentivos fiscais à empresa estaleiro atlântico sul s/a na forma da lei 1412/2005 e dá outras providências.
1473,2007,Prorroga prorroga o prazo de que trata o artigo 1° da lei 1429/2006.
1474,2007,Altera altera o anexo - l da lei n° 1.400/2004 e dá outras providências.
1475,2007,"Altera altera a estrutura organizacional da câmara, cria cargos de provimento efetivo, modifica as atribuições e dá outras providências."
1476,2007,Dispõe dispõe sobre a revisão do plano plurianual do município do ipojuca para o exercício de 2008 e dá outras providências.
1477,2007,Estabelece estabelece as diretrizes orçamentarias do município do ipojuca para o exercício de 2008 e dá outras providências.
1478,2007,"Concede concede incentivos fiscais à empresa terminal químico de aratil s/a tequimar na forma da lei 1.412/200,6 e dá outras proviências."
1479,2007,Concede concede incentivos fiscais à empresa m&g polímeros brasil s/a na forma da lei 1.412/2006 e dá outras proviências.
1480,2007,Altera altera o anexo - l da lei n° 1.400/2004 e dá outras providências.
1481,2007,Autoriza autoriza o poder executivo municipal a vender e ou permutar bens imóveis nas áreas públicas que especifica e dá outras providencias.
1482,2007,Dispõe dispõe sobre abertura de crédito suplementar e dá outras providências.
1484,2008,"Cria cria cargos no âmbito da administração direta, na área da saúde; altera dispositivos da lei municipal n° 1430/2006; a lei municipal 1.307/2002, que cria o programa de agentes comunitários de saúde; e possibilita as incorporações de servidores temporários na forma do parágrafo único do art. 2° da emenda constitucional n.° 51, de 14 de fevereiro de 2006."
1485,2008,"Reajusta reajusta os valores nominais do vencimento dos servidores públicos, dos cargos em comissão, e dos contratados por prazo determinado e dá outras providências."
1486,2008,"Dispõe dispõe sobre o reajuste dos funcionários comissionados, efetivos, aposentados e pensionistas da câmara municipal de ipojuca."
1487,2008,Altera altera a lei 1.442 de 04 de setembro de 2006 e dá outras providências.
1488,2008,"Modifica modifica o art. 7°, inciso i da lei 1483/2007 e dá outras providências."
1489,2008,"Desafeta desafeta do domínio público os bens cuja permuta ou alienação foram autorizados nas leis 1.471/2007 e 1.481/2007, e dá outras providências."
1490,2008,Aprova o Plano Diretor Participativo do Município e Dispõe sobre as condições de sua implementação no território municipal.
1491,2008,"Desafeta desafeta parte de praça pública que menciona, visando sua destinação a cessão de uso para construção de centro de treinamento e uma |nstjtujção de ensino superior."
1492,2008,Cria cria no âmbito municipal o programa bolsa família (pbf).
1493,2008,Revisa revisa o valor da verba indenizatória do exercício parlamentar.
1494,2008,Dispõe dispõe sobre o estatuto dos servidores públicos do município do ipojuca e dá outras providências.
1495,2008,"Autoriza autoriza o poder executivo a doar, com encargos, imóvel para a união federal e dá outras providências."
1496,2008,"Autoriza autoriza o poder executivo a doar, com encargos, imóvel para o tribunal regional do trabalho da 6a região e dá outras providências."
1497,2008,"Autoriza autoriza o poder executivo a doar, com encargos, imóvel para o tribunal de justiça do estado de pernambuco e dá outras providências."
1498,2008,Institui institui o código de obras e instalações do município do ipojuca e dispõe sobre sua aplicação no território municipal.
1500,2008,"Declara declara ç baoba(adasonia digitata), árvore-símbolo do município do ipojuca e dá outras providências."
1501,2008,Dispõe dispõe sobre a abertura de crédito suplementar e dá outras providências.
1502,2008,"Disciplina a concessão de incentivos fiscais para implantação, ampliação, modernização ou diversificação de refinaria de petróleo."
1503,2008,"Doa doa terreno urbano com área de 10-ooom2 para construção da nova sede do podre legislativo ipojucano, e dá outras providencias."
1504,2008,Concede concede incentivos fiscais à empresa companhia petroquímica de pernambuco petroquimicasuape na forma da lei 1.412/2005 e dá outras providências.
1505,2008,"Aprova aprova parâmetros de uso e ocupação do solo para a zona de interesse turístico zit-c do município de ipojuca, definidos em estudo específico nos termos do art. 172, parágrafo único, da lei municipal n° 1492/2008."
1508,2008,Fixa fixa o subsídio dos vereadores do município do ipojuca para a legislatura 2009/2012.
1509,2008,"Fixa fixa o subsídio do prefeito, do vice-prefeito e dos secretários e secretários-adj untos municipais do município de ipojuca a viger a partir de 1° de janeiro de 2009."
1510,2008,Reestrutura reestrutura a administração do regime próprio de previdência social do município do ipojuca - funprei.
1512,2008,Cria cria o fundo municipal de habitação de interesse social - fmhis e institui o conselho gestor do fmhis.
1513,2008,"Cria cria secretaria municipal de segurança cidadã, e dá outras providências."
1514,2008,Cria cria cargos de provimento efetivo no âmbito do poder executivo municipal e dá outras providências.
1515,2009,Disciplina a permissão de serviços de transporte público de passageiros por táxis no âmbito do município de ipojuca e dá outras providências.
1516,2009,Regulamenta e estabelece valor para concessão de diárias aos Vereadores e Servidores da Câmara Municipal de Ipojuca - PE e dá outras providências.
1517,2009,"Dispõe sobre a reestruturação organizacional da Câmara Municipal de Ipojuca, extingue os cargos de provimento em comissão que indica e dá outras providências."
1518,2009,Dispõe sobre a estruturação da Procuradoria da Câmara Municipal de Ipojuca e dá outras providências.
1519,2009,"Dispõe sobre a instituição do Sistema de Controle Interno - SCI do Poder Legislativo Municipal, cria o Órgão Central do SCI e dá outras providências."
1520,2009,"Autoriza autoriza o poder executivo a criar a empresa pública denominada agência de desenvolvimento econômico do ipojuca - ad. ipojuca, ajusta o plano plurianual (2006-2009) do município, autoriza a abertura de crédito adicional especial ao orçamento vigente e dá outras providências."
1521,2009,"Altera o artigo 2° da Lei Municipal n°. 1.459, de 24 de abril de 2007, que instituiu o Auxílio Alimentação no âmbito da Câmara Municipal de Ipojuca e dá outras providências."
1522,2009,"Dispõe sobre a criação do Sistema de Controle Interno Municipal, cria a Controladoria Geral do Município - CGM, ajusta o Plano Plurianua! do Município 2006-2009, abre Crédito Adicionai Especial ao Orçamento Vigente e dá outras providências."
1523,2009,"Altera a estrutura organizacional da Câmara Municipal de Ipojuca, extingue verba indenizatória dos Vereadores e dá outras providências."
1524,2009,"Cria nome de RUA do Loteamento Canoas no Distrito de Nossa Senhora do Ó, neste Município do Ipojuca, e dá outras providências."
1525,2009,"Altera o art. 1° da Lei n° 1.405, de 26 de janeiro de 2005, que dispõe sobre a criação de gratificação para membros da Comissão de Licitação da Câmara Municipal e dá outras providências."
1526,2009,"Dispõe dispõe sobre a inclusão de projetos no plano plurianual - ppa 2006-2009 - revisão do exercício de 2009, autoriza abertura de crédito adicional especial ao orçamento e dá outras providências."
1527,2009,"Autoriza o Poder Executivo a abrir crédito especial ao Orçamento Fiscal do Município de Ipojuca, relativo ao exercício de 2009 e dá outras providências."
1528,2009,"Altera altera dispositivo da lei municipal n° 1.181, de 30 de dezembro de 1998 e dá outras providências."
1529,2009,"Concede concede a remissão total dos créditos tributários não liquidados, referentes ao imposto predial e territorial urbano - iptu relativos aos imóveis de valor venal de até r$ 15.000,00 (quinze mil reais), para os exercícios de 2007 e 2008."
1530,2009,"Institui as gratificações de pregoeiro, equipe de apoio e de membros de comissões permanentes e especiais de licitação, no âmbito da administração direta do Poder Executivo Municipal, e dá outras providências."
1531,2009,Dispõe dispõe sobre a abertura de crédito suplementar e dá outras providências.
1532,2009,Institui institui o dia municipal da família no município do ipojucape.
1533,2009,Estabelece estabelece as diretrizes orçamentarias do município do ipojuca para o exercício de 2010 e dá outras providências.
1534,2009,Altera dispositivos da Lei n° 1.137 e de 06 de junho de 1997 e dá outras providências.
1535,2009,Dispõe sobre a criação do Conselho Municipal de Segurança do Ipojuca - COMUSI.
1536,2009,"Altera a Lei Municipal n°. 871 de 22 de novembro de 1985, que cria o Conselho Municipal de Educação de Ipojuca e dá outras providências."
1537,2009,Denomina 'Conjunto Habitacional Miguel Arraes de Alencar1 o conjunto habitacional a ser implantado no Distrito de Camela.
1538,2009,"Denomina ""denomina o complexo educacional desportivo do ipojuca a ser implantado no município."
1540,2009,"Institui institui o ""prêmio consciência ecológica"" às empresas e entidades não governamentais no município do ipojuca e dá outras providências."
1541,2009,"Denomina 'PRAÇA DE EVENTOS SILVINO ALVES DA SILVA FILHO' a Praça que será construída no Distrito de Nossa Senhora do Ó, neste Município."
1542,2009,"Colocação colocação das bandeiras de ipojuca, de pernambuco e do brasil em prédios públicos municipais."
1543,2009,"Institui institui o ""dia do fisco municipal do ipojuca"" e dá outras providências."
1544,2009,"Fixa fixa o salário base para o cargo específico de médico plantonista, servidor da administração pública municipal, e dá outras providências."
1545,2009,"Fixa fixa prazo para a realização de consultas médicas e exames de saúde pela rede pública, para pacientes com idade igual ou superior a sessenta anos, conforme especifica."
1546,2009,"Cria cria reserva de vagas de estacionamento exclusivas para idosos, deficientes físicos e gestantes no município de ipojuca e dá outras providências."
1547,2009,Dispõe dispõe sobre a isenção do pagamento de taxas de inscrição em concursos públicos da administração municipal e câmara dos vereadores no município de ipojuca e dá outras providências.
1548,2009,Autoriza autoriza o poder executivo a ceder sinal de internet gratuito à população e dá outras providências.
1549,2009,Altera altera a redação do inciso ii do art. 3° e inciso l do art. 11 da lei municipal n° 1.314/2002 e dá outras providências.
1550,2010,"Altera altera as disposições que nomeia, da lei n° 1.472, de 11 de setembro de 2007, que concede incentivos fiscais à empresa estaleiro atlântico sul s/a. e dá outras providências."
1551,2010,"Altera altera o inciso l do § 6° do art 27 da lei n° 1.181/98, revoga o inciso ii do § 6° do mesmo artigo, insere os parágrafos 8° e 9° no art. 27 e dá outras providências."
1552,2010,Dispõe sobre o Piano Plurianual - PPA para o quadriênio 2010-2013 e dá outras providências.
